sku;categories;enabled;parent;family;description;name;url_key;category_gear;color;features_bags;gender;material;size;strap_bags;style_bags;performance_fabric;price;special_price;weight;base;small_image;thumbnail
MH02-XL-Black;default_category_men_tops_hoodies_and_sweatshirts;1;MH02;top;"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>";Teton Pullover Hoodie-XL-Black;teton-pullover-hoodie-xl-black;;color_black;;;;size_xl;;;;70;;1;/m/h/mh02-black_main.jpg;/m/h/mh02-black_main.jpg;/m/h/mh02-black_main.jpg
MH02-XL-Purple;default_category_men_tops_hoodies_and_sweatshirts;1;MH02;top;"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>";Teton Pullover Hoodie-XL-Purple;teton-pullover-hoodie-xl-purple;;color_purple;;;;size_xl;;;;70;;1;/m/h/mh02-purple_main.jpg;/m/h/mh02-purple_main.jpg;/m/h/mh02-purple_main.jpg
MH02-XL-Red;default_category_men_tops_hoodies_and_sweatshirts;1;MH02;top;"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>";Teton Pullover Hoodie-XL-Red;teton-pullover-hoodie-xl-red;;color_red;;;;size_xl;;;;70;;1;/m/h/mh02-red_main.jpg;/m/h/mh02-red_main.jpg;/m/h/mh02-red_main.jpg
MH02-XS-Black;default_category_men_tops_hoodies_and_sweatshirts;1;MH02;top;"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>";Teton Pullover Hoodie-XS-Black;teton-pullover-hoodie-xs-black;;color_black;;;;size_xs;;;;70;;1;/m/h/mh02-black_main.jpg;/m/h/mh02-black_main.jpg;/m/h/mh02-black_main.jpg
MH02-XS-Purple;default_category_men_tops_hoodies_and_sweatshirts;1;MH02;top;"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>";Teton Pullover Hoodie-XS-Purple;teton-pullover-hoodie-xs-purple;;color_purple;;;;size_xs;;;;70;;1;/m/h/mh02-purple_main.jpg;/m/h/mh02-purple_main.jpg;/m/h/mh02-purple_main.jpg
MH02-XS-Red;default_category_men_tops_hoodies_and_sweatshirts;1;MH02;top;"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>";Teton Pullover Hoodie-XS-Red;teton-pullover-hoodie-xs-red;;color_red;;;;size_xs;;;;70;;1;/m/h/mh02-red_main.jpg;/m/h/mh02-red_main.jpg;/m/h/mh02-red_main.jpg
MH03-L-Black;default_category_men_tops_hoodies_and_sweatshirts,default_category_collections_eco_friendly,default_category;1;MH03;top;"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>";Bruno Compete Hoodie-L-Black;bruno-compete-hoodie-l-black;;color_black;;;;size_l;;;;63;;1;/m/h/mh03-black_main.jpg;/m/h/mh03-black_main.jpg;/m/h/mh03-black_main.jpg
MH03-L-Blue;default_category_men_tops_hoodies_and_sweatshirts,default_category_collections_eco_friendly,default_category;1;MH03;top;"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>";Bruno Compete Hoodie-L-Blue;bruno-compete-hoodie-l-blue;;color_blue;;;;size_l;;;;63;;1;/m/h/mh03-blue_main.jpg;/m/h/mh03-blue_main.jpg;/m/h/mh03-blue_main.jpg
MH03-L-Green;default_category_men_tops_hoodies_and_sweatshirts,default_category_collections_eco_friendly,default_category;1;MH03;top;"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>";Bruno Compete Hoodie-L-Green;bruno-compete-hoodie-l-green;;color_green;;;;size_l;;;;63;;1;/m/h/mh03-green_main.jpg;/m/h/mh03-green_main.jpg;/m/h/mh03-green_main.jpg
MH03-M-Black;default_category_men_tops_hoodies_and_sweatshirts,default_category_collections_eco_friendly,default_category;1;MH03;top;"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>";Bruno Compete Hoodie-M-Black;bruno-compete-hoodie-m-black;;color_black;;;;size_m;;;;63;;1;/m/h/mh03-black_main.jpg;/m/h/mh03-black_main.jpg;/m/h/mh03-black_main.jpg
MH03-M-Blue;default_category_men_tops_hoodies_and_sweatshirts,default_category_collections_eco_friendly,default_category;1;MH03;top;"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>";Bruno Compete Hoodie-M-Blue;bruno-compete-hoodie-m-blue;;color_blue;;;;size_m;;;;63;;1;/m/h/mh03-blue_main.jpg;/m/h/mh03-blue_main.jpg;/m/h/mh03-blue_main.jpg
MH03-M-Green;default_category_men_tops_hoodies_and_sweatshirts,default_category_collections_eco_friendly,default_category;1;MH03;top;"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>";Bruno Compete Hoodie-M-Green;bruno-compete-hoodie-m-green;;color_green;;;;size_m;;;;63;;1;/m/h/mh03-green_main.jpg;/m/h/mh03-green_main.jpg;/m/h/mh03-green_main.jpg
MH03-S-Black;default_category_men_tops_hoodies_and_sweatshirts,default_category_collections_eco_friendly,default_category;1;MH03;top;"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>";Bruno Compete Hoodie-S-Black;bruno-compete-hoodie-s-black;;color_black;;;;size_s;;;;63;;1;/m/h/mh03-black_main.jpg;/m/h/mh03-black_main.jpg;/m/h/mh03-black_main.jpg
MH03-S-Blue;default_category_men_tops_hoodies_and_sweatshirts,default_category_collections_eco_friendly,default_category;1;MH03;top;"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>";Bruno Compete Hoodie-S-Blue;bruno-compete-hoodie-s-blue;;color_blue;;;;size_s;;;;63;;1;/m/h/mh03-blue_main.jpg;/m/h/mh03-blue_main.jpg;/m/h/mh03-blue_main.jpg
MH03-S-Green;default_category_men_tops_hoodies_and_sweatshirts,default_category_collections_eco_friendly,default_category;1;MH03;top;"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>";Bruno Compete Hoodie-S-Green;bruno-compete-hoodie-s-green;;color_green;;;;size_s;;;;63;;1;/m/h/mh03-green_main.jpg;/m/h/mh03-green_main.jpg;/m/h/mh03-green_main.jpg
MH03-XL-Black;default_category_men_tops_hoodies_and_sweatshirts,default_category_collections_eco_friendly,default_category;1;MH03;top;"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>";Bruno Compete Hoodie-XL-Black;bruno-compete-hoodie-xl-black;;color_black;;;;size_xl;;;;63;;1;/m/h/mh03-black_main.jpg;/m/h/mh03-black_main.jpg;/m/h/mh03-black_main.jpg
MH03-XL-Blue;default_category_men_tops_hoodies_and_sweatshirts,default_category_collections_eco_friendly,default_category;1;MH03;top;"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>";Bruno Compete Hoodie-XL-Blue;bruno-compete-hoodie-xl-blue;;color_blue;;;;size_xl;;;;63;;1;/m/h/mh03-blue_main.jpg;/m/h/mh03-blue_main.jpg;/m/h/mh03-blue_main.jpg
MH03-XL-Green;default_category_men_tops_hoodies_and_sweatshirts,default_category_collections_eco_friendly,default_category;1;MH03;top;"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>";Bruno Compete Hoodie-XL-Green;bruno-compete-hoodie-xl-green;;color_green;;;;size_xl;;;;63;;1;/m/h/mh03-green_main.jpg;/m/h/mh03-green_main.jpg;/m/h/mh03-green_main.jpg
